participant_id,category,feature,value,percentile,z_score,population_comparison,plain_language_explanation,literature_concept,literature_language,source
37,hip,hip_flexion_left_time_to_peak,0.996,2.380952381,-2.776487232,below the reference mean by 2.78 SD,"The athlete's hip_flexion_left_time_to_peak value is 0.996, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_left_variance,134.794353,2.380952381,-2.145779427,below the reference mean by 2.15 SD,"The athlete's hip_flexion_left_variance value is 135, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_right_mean,67.84641742,97.61904762,2.043502208,above the reference mean by 2.04 SD,"The athlete's hip_flexion_right_mean value is 67.8, which is above the dataset mean and at percentile 97.6. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_right_minimum,40.70929175,100,2.857751692,above the reference mean by 2.86 SD,"The athlete's hip_flexion_right_minimum value is 40.7, which is above the dataset mean and at percentile 100.0. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_right_rom,45.78322662,2.380952381,-2.333391596,below the reference mean by 2.33 SD,"The athlete's hip_flexion_right_rom value is 45.8, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_right_std,14.07211304,2.380952381,-2.516098132,below the reference mean by 2.52 SD,"The athlete's hip_flexion_right_std value is 14.1, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_right_time_to_peak,1.321333333,2.380952381,-2.361637923,below the reference mean by 2.36 SD,"The athlete's hip_flexion_right_time_to_peak value is 1.32, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,hip,hip_flexion_right_variance,202.7949831,2.380952381,-1.983747761,below the reference mean by 1.98 SD,"The athlete's hip_flexion_right_variance value is 203, which is below the dataset mean and at percentile 2.4. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,knee,knee_flexion_left_mean,61.01351803,95.23809524,1.549492498,above the reference mean by 1.55 SD,"The athlete's knee_flexion_left_mean value is 61, which is above the dataset mean and at percentile 95.2. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,knee,knee_flexion_left_minimum,16.34474932,100,4.696496745,above the reference mean by 4.70 SD,"The athlete's knee_flexion_left_minimum value is 16.3, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,knee,knee_flexion_left_rom,76.72916945,2.380952381,-2.122820059,below the reference mean by 2.12 SD,"The athlete's knee_flexion_left_rom value is 76.7, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,knee,knee_flexion_left_time_to_peak,1.477333333,4.761904762,-1.901150477,below the reference mean by 1.90 SD,"The athlete's knee_flexion_left_time_to_peak value is 1.48, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,knee,knee_flexion_right_mean,66.14039743,97.61904762,2.181125977,above the reference mean by 2.18 SD,"The athlete's knee_flexion_right_mean value is 66.1, which is above the dataset mean and at percentile 97.6. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,knee,knee_flexion_right_minimum,17.82497316,100,4.753777301,above the reference mean by 4.75 SD,"The athlete's knee_flexion_right_minimum value is 17.8, which is above the dataset mean and at percentile 100.0. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,knee,knee_flexion_right_rom,79.34927838,4.761904762,-1.931371513,below the reference mean by 1.93 SD,"The athlete's knee_flexion_right_rom value is 79.3, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,knee,knee_flexion_right_time_to_peak,1.485333333,4.761904762,-1.935867065,below the reference mean by 1.94 SD,"The athlete's knee_flexion_right_time_to_peak value is 1.49, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
37,symmetry,hip_flexion_rom_percent_difference,9.625949143,100,3.352625252,above the reference mean by 3.35 SD,"The athlete's hip_flexion_rom_percent_difference value is 9.63, which is above the dataset mean and at percentile 100.0. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,symmetry,hip_flexion_rom_symmetry_index,-9.426616477,2.380952381,-2.572603694,below the reference mean by 2.57 SD,"The athlete's hip_flexion_rom_symmetry_index value is -9.43, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
37,symmetry,knee_flexion_rom_percent_difference,5.039497877,97.61904762,2.474538427,above the reference mean by 2.47 SD,"The athlete's knee_flexion_rom_percent_difference value is 5.04, which is above the dataset mean and at percentile 97.6. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
39,symmetry,knee_flexion_rom_absolute_difference,0.785786035,2.380952381,-1.543891496,below the reference mean by 1.54 SD,"The athlete's knee_flexion_rom_absolute_difference value is 0.786, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
39,symmetry,knee_flexion_rom_percent_difference,0.7502586541,2.380952381,-1.413867625,below the reference mean by 1.41 SD,"The athlete's knee_flexion_rom_percent_difference value is 0.75, which is below the dataset mean and at percentile 2.4. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
41,ankle,ankle_angle_right_rom,78.10936943,97.61904762,1.232758608,above the reference mean by 1.23 SD,"The athlete's ankle_angle_right_rom value is 78.1, which is above the dataset mean and at percentile 97.6. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
41,knee,knee_flexion_right_minimum,0.16500846,4.761904762,-0.733116262,below the reference mean by 0.73 SD,"The athlete's knee_flexion_right_minimum value is 0.165, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
42,knee,knee_flexion_left_minimum,0.1212602167,2.380952381,-0.8454285162,below the reference mean by 0.85 SD,"The athlete's knee_flexion_left_minimum value is 0.121, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
42,symmetry,hip_flexion_rom_symmetry_index,4.58044181,95.23809524,1.630816091,above the reference mean by 1.63 SD,"The athlete's hip_flexion_rom_symmetry_index value is 4.58, which is above the dataset mean and at percentile 95.2. This is a descriptive symmetry observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,ankle,ankle_angle_left_mean,2.749995628,2.380952381,-1.733059702,below the reference mean by 1.73 SD,"The athlete's ankle_angle_left_mean value is 2.75, which is below the dataset mean and at percentile 2.4. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,ankle,ankle_angle_right_mean,2.735382748,2.380952381,-1.963919528,below the reference mean by 1.96 SD,"The athlete's ankle_angle_right_mean value is 2.74, which is below the dataset mean and at percentile 2.4. This is a descriptive ankle observation, not a diagnosis or injury prediction.",Ankle sagittal-plane mechanics,Ankle motion is commonly evaluated with hip and knee motion when describing lower-extremity landing mechanics.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,hip,hip_flexion_left_mean,28.21672886,4.761904762,-1.892484467,below the reference mean by 1.89 SD,"The athlete's hip_flexion_left_mean value is 28.2, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,hip,hip_flexion_left_median,14.56797381,4.761904762,-1.796469046,below the reference mean by 1.80 SD,"The athlete's hip_flexion_left_median value is 14.6, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,hip,hip_flexion_left_rom,113.965345,95.23809524,1.45922696,above the reference mean by 1.46 SD,"The athlete's hip_flexion_left_rom value is 114, which is above the dataset mean and at percentile 95.2. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,hip,hip_flexion_right_mean,28.41254345,4.761904762,-1.81517732,below the reference mean by 1.82 SD,"The athlete's hip_flexion_right_mean value is 28.4, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,hip,hip_flexion_right_median,13.99012617,4.761904762,-1.796763386,below the reference mean by 1.80 SD,"The athlete's hip_flexion_right_median value is 14, which is below the dataset mean and at percentile 4.8. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,hip,hip_flexion_right_rom,115.9873494,95.23809524,1.531005559,above the reference mean by 1.53 SD,"The athlete's hip_flexion_right_rom value is 116, which is above the dataset mean and at percentile 95.2. This is a descriptive hip observation, not a diagnosis or injury prediction.",Hip sagittal-plane mechanics,Hip flexion and trunk-lower-extremity strategy are discussed in landing biomechanics literature as part of movement-pattern assessment.,"Padua et al. 2009, Am J Sports Med; https://doi.org/10.1177/0363546509343200"
43,knee,knee_flexion_left_median,10.83675016,2.380952381,-2.067110368,below the reference mean by 2.07 SD,"The athlete's knee_flexion_left_median value is 10.8, which is below the dataset mean and at percentile 2.4. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
43,knee,knee_flexion_right_median,12.75197911,4.761904762,-1.927596398,below the reference mean by 1.93 SD,"The athlete's knee_flexion_right_median value is 12.8, which is below the dataset mean and at percentile 4.8. This is a descriptive knee observation, not a diagnosis or injury prediction.",Knee sagittal-plane mechanics,Knee flexion during landing is commonly evaluated in ACL biomechanics and jump-landing movement-quality literature.,"Hewett et al. 2005, Am J Sports Med; https://doi.org/10.1177/0363546504269591"
